idx,path,jurisdiction,jur_ok,jur_suggest,practice,prac_ok,prac_suggest,note,ft_read,ft_jur_check,ft_prac_check,ft_note,applied
442,de/contracts/skills/internationales-privatrecht/SKILL.md,de,ok,,contracts,ok,,МЧП (Rom-I/II); покрывает и деликты — методика,,,,,
443,de/contracts/skills/kanzlei-allgemein-vertragsentwurf/SKILL.md,de,ok,,contracts,ok,,черновик договора,,,,,
444,de/contracts/skills/ki-werkzeug-uebergabe/SKILL.md,de,ok,,contracts,ok,,передача массовой проверки в Luminance/Kira (legal-ops),,,,,
445,de/contracts/skills/klauselgenerator-formvorbehalt-und-aenderungsvorbehalt/SKILL.md,de,ok,,contracts,ok,,генератор клаузул формы,,,,,
446,de/contracts/skills/klauselvorschlaege/SKILL.md,de,ok,,contracts,ok,,шаблоны клаузул,,,,,
447,de/contracts/skills/kollidierende-agb-pruefen/SKILL.md,de,ok,,contracts,ok,,battle of forms (B2B AGB),,,,,
448,de/contracts/skills/lieferantenvertrag-pruefung/SKILL.md,de,ok,,contracts,ok,,проверка договора с поставщиком; commercial overlap,,,,,
449,de/contracts/skills/maklervertrag-paragraph-656a-bgb-textform-bgh-i-zr-202-25/SKILL.md,de,ok,,contracts,ok,,Maklervertrag §656a (жильё); real-estate overlap,,,,,
450,de/contracts/skills/musterklauseln-it-vertrag/SKILL.md,de,ok,,contracts,ok,,клаузулы IT/AI-договора,,,,,
451,de/contracts/skills/nda-abgleich/SKILL.md,de,ok,,contracts,ok,,NDA дистилляция/redline,,,,,
452,de/contracts/skills/nda-durchsetzer/SKILL.md,de,ok,,contracts,ok,,NDA redline,,,,,
453,de/contracts/skills/nda-pruefung/SKILL.md,de,ok,,contracts,ok,,NDA триаж,,,,,
454,de/contracts/skills/nichtleistungskondiktion-grundtatbestand-812-i-1-alt-2/SKILL.md,de,ok,,contracts,maybe,litigation,"§812 BGB Bereicherungsrecht — общегражд., не contracts",yes,,подтв: litigation,§812 Alt.2 BGB Nichtleistungskondiktion — общегражд.,перемещён → de/litigation/skills/nichtleistungskondiktion-grundtatbestand-812-i-1-alt-2
455,de/contracts/skills/pruefungsvorschlaege/SKILL.md,de,ok,,contracts,ok,,апрув playbook-предложений (legal-ops),,,,,
456,de/contracts/skills/saas-msa-pruefung/SKILL.md,de,ok,,contracts,ok,,проверка SaaS/MSA,,,,,
457,de/contracts/skills/sachverhaltschronologie/SKILL.md,de,ok,,contracts,maybe,litigation,хронология фактов для суд. дела → litigation,yes,,подтв: litigation,"хронология фактов для суд. дела, папка aktenauszug-gerichtsverfahren",перемещён → de/litigation/skills/sachverhaltschronologie
458,de/contracts/skills/schriftform-paragraph-126-bgb-eigenhaendige-unterschrift/SKILL.md,de,ok,,contracts,ok,,§126 BGB письм. форма,,,,,
459,de/contracts/skills/stakeholder-zusammenfassung/SKILL.md,de,ok,,contracts,ok,,резюме проверки договора для менеджмента,,,,,
460,de/contracts/skills/textform-paragraph-126b-bgb-dauerhafter-datentraeger/SKILL.md,de,ok,,contracts,ok,,§126b BGB текст. форма,,,,,
461,de/contracts/skills/vaf-altvertrag-nachziehen/SKILL.md,de,ok,,contracts,ok,,обновление старого договора,,,,,
462,de/contracts/skills/vaf-clean-output/SKILL.md,de,ok,,contracts,ok,,чистовик договора,,,,,
463,de/contracts/skills/vaf-docx-stripper/SKILL.md,de,ok,,contracts,ok,,разбор DOCX-шаблона,,,,,
464,de/contracts/skills/vaf-feldinventar/SKILL.md,de,ok,,contracts,ok,,инвентарь полей,,,,,
465,de/contracts/skills/vaf-klauselentscheidung/SKILL.md,de,ok,,contracts,ok,,выбор клаузул,,,,,
466,de/contracts/skills/vaf-kommandocenter/SKILL.md,de,ok,,contracts,ok,,оркестратор заполнения,,,,,
467,de/contracts/skills/vaf-plausibilitaetscheck/SKILL.md,de,ok,,contracts,ok,,проверка консистентности,,,,,
468,de/contracts/skills/vaf-quality-gate/SKILL.md,de,ok,,contracts,ok,,QA заполнения,,,,,
469,de/contracts/skills/vaf-redline-qa/SKILL.md,de,ok,,contracts,ok,,QA redline,,,,,
470,de/contracts/skills/vaf-rueckfrageninterview/SKILL.md,de,ok,,contracts,ok,,интервью по полям,,,,,
471,de/contracts/skills/vaf-template-erkennung/SKILL.md,de,ok,,contracts,ok,,распознавание шаблона,,,,,
472,de/contracts/skills/vaf-termsheet-mapping/SKILL.md,de,ok,,contracts,ok,,маппинг term sheet,,,,,
473,de/contracts/skills/vaf-track-changes-nur-nach-frage/SKILL.md,de,ok,,contracts,ok,,track changes по запросу,,,,,
474,de/contracts/skills/verteidigungsstrategie-bei-formangriff/SKILL.md,de,ok,,contracts,ok,,защита при оспаривании формы; litigation overlap,,,,,
475,de/contracts/skills/vertrag/SKILL.md,de,ok,,contracts,ok,,создание/проверка договора,,,,,
476,de/contracts/skills/vertragsanlagen-und-bezugnahmen-pruefen/SKILL.md,de,ok,,contracts,ok,,проверка приложений/ссылок,,,,,
477,de/contracts/skills/vertragspruefung/SKILL.md,de,ok,,contracts,ok,,анализ договора vs playbook,,,,,
478,de/contracts/skills/vertragsrecht-anpassen/SKILL.md,de,ok,,contracts,ok,,настройка профиля (legal-ops),,,,,
479,de/contracts/skills/vertragsrecht-kaltstart-interview/SKILL.md,de,ok,,contracts,ok,,интервью приёма мандата,,,,,
480,de/contracts/skills/vertragsrecht-mandat-arbeitsbereich/SKILL.md,de,ok,,contracts,ok,,рабочие пространства мандатов,,,,,
481,de/contracts/skills/vertragsverlaengerungs-monitor/SKILL.md,de,ok,,contracts,ok,,трекер пролонгаций,,,,,
482,de/contracts/skills/vertraulichkeit-und-sprachklausel/SKILL.md,de,ok,,contracts,ok,,клаузулы конфид./языка,,,,,
483,de/contracts/skills/zugang-empfangsbeduerftiger-willenserklaerung-paragraph-130-bgb/SKILL.md,de,ok,,contracts,ok,,§130 BGB получение,,,,,
484,de/corporate/skills/aufsichtsrat-protokoll/SKILL.md,de,ok,,corporate,ok,,протоколы органов (AktG/GmbHG),,,,,
485,de/corporate/skills/beurkundungserfordernis-pruefung/SKILL.md,de,ok,,corporate,ok,,нотар. форма / капитал,,,,,
486,de/corporate/skills/bilinguale-vertragserstellung/SKILL.md,de,ok,,corporate,ok,,Wandeldarlehen (VC) DE/EN,,,,,
487,de/corporate/skills/corporate-kanzlei-automation-monitoring/SKILL.md,de,ok,,corporate,ok,,мониторинг M&A,,,,,
488,de/corporate/skills/corporate-kanzlei-board-paper-business-judgment/SKILL.md,de,ok,,corporate,ok,,board paper / BJR,,,,,
489,de/corporate/skills/corporate-kanzlei-closing-bible-archiv/SKILL.md,de,ok,,corporate,ok,,closing bible,,,,,
490,de/corporate/skills/corporate-kanzlei-conflict-gwg-sanctions/SKILL.md,de,ok,,corporate,ok,,приём мандата KYC/конфликт (M&A),,,,,
491,de/corporate/skills/corporate-kanzlei-datenraum-aufbau/SKILL.md,de,ok,,corporate,ok,,датарум M&A,,,,,
492,de/corporate/skills/corporate-kanzlei-datenraum-gap-clean-room/SKILL.md,de,ok,,corporate,ok,,gap/clean-room M&A,,,,,
493,de/corporate/skills/corporate-kanzlei-deal-intake/SKILL.md,de,ok,,corporate,ok,,приём сделки,,,,,
494,de/corporate/skills/corporate-kanzlei-deal-team-staffing/SKILL.md,de,ok,,corporate,ok,,комплектация команды,,,,,
495,de/corporate/skills/corporate-kanzlei-disclosure-schedules/SKILL.md,de,ok,,corporate,ok,,disclosure schedules к SPA,,,,,
496,de/corporate/skills/corporate-kanzlei-distressed-ma/SKILL.md,de,ok,,corporate,ok,,distressed M&A; bankruptcy overlap,,,,,
497,de/corporate/skills/corporate-kanzlei-due-diligence-commercial-contracts/SKILL.md,de,ok,,corporate,ok,,DD коммерч. договоров,,,,,
498,de/corporate/skills/corporate-kanzlei-due-diligence-legal/SKILL.md,de,ok,,corporate,ok,,legal DD,,,,,
499,de/corporate/skills/corporate-kanzlei-expert-calls-transkripte/SKILL.md,de,ok,,corporate,ok,,expert calls в DD,,,,,
500,de/corporate/skills/corporate-kanzlei-fair-disclosure-knowledge/SKILL.md,de,ok,,corporate,ok,,fair disclosure / MAR,,,,,
501,de/corporate/skills/corporate-kanzlei-freundlicher-copilot/SKILL.md,de,ok,,corporate,ok,,,,,,,
502,de/corporate/skills/corporate-kanzlei-gesellschaftsrecht-register/SKILL.md,de,ok,,corporate,ok,,,,,,,
503,de/corporate/skills/corporate-kanzlei-handelsregisterabruf/SKILL.md,de,ok,,corporate,ok,,,,,,,
504,de/corporate/skills/corporate-kanzlei-kaltstart/SKILL.md,de,ok,,corporate,ok,,,,,,,
505,de/corporate/skills/corporate-kanzlei-kg-personengesellschaften/SKILL.md,de,ok,,corporate,ok,,,,,,,
506,de/corporate/skills/corporate-kanzlei-kommandocenter/SKILL.md,de,ok,,corporate,ok,,,,,,,
507,de/corporate/skills/corporate-kanzlei-matter-file/SKILL.md,de,ok,,corporate,ok,,,,,,,
508,de/corporate/skills/corporate-kanzlei-output-versand-signing/SKILL.md,de,ok,,corporate,ok,,,,,,,
509,de/corporate/skills/corporate-kanzlei-post-closing-integration/SKILL.md,de,ok,,corporate,ok,,,,,,,
510,de/corporate/skills/corporate-kanzlei-public-ma-kapitalmarkt-mar/SKILL.md,de,ok,,corporate,ok,,public M&A/поглощения (WpÜG/MAR); capital-markets overlap,,,,,
511,de/corporate/skills/corporate-kanzlei-qa-information-requests/SKILL.md,de,ok,,corporate,ok,,,,,,,
512,de/corporate/skills/corporate-kanzlei-rechtsprechungsrecherche/SKILL.md,de,ok,,corporate,ok,,,,,,,
513,de/corporate/skills/corporate-kanzlei-signing-closing-conditions/SKILL.md,de,ok,,corporate,ok,,,,,,,
514,de/corporate/skills/corporate-kanzlei-spa-apa-entwurf/SKILL.md,de,ok,,corporate,ok,,,,,,,
515,de/corporate/skills/corporate-kanzlei-steps-plan-pmo/SKILL.md,de,ok,,corporate,ok,,,,,,,
516,de/corporate/skills/corporate-kanzlei-tabellenreview-3d-datenraum/SKILL.md,de,ok,,corporate,ok,,,,,,,
517,de/corporate/skills/corporate-kanzlei-teaser-im-processdocs/SKILL.md,de,ok,,corporate,ok,,,,,,,
518,de/corporate/skills/corporate-kanzlei-transaktionsstruktur/SKILL.md,de,ok,,corporate,ok,,,,,,,
519,de/corporate/skills/corporate-kanzlei-translations-multijurisdictional/SKILL.md,de,ok,,corporate,ok,,,,,,,
520,de/corporate/skills/corporate-kanzlei-umwandlungsrecht/SKILL.md,de,ok,,corporate,ok,,,,,,,
521,de/corporate/skills/corporate-kanzlei-vertragsmarkup-key-issues/SKILL.md,de,ok,,corporate,ok,,,,,,,
522,de/corporate/skills/dealteam-zusammenfassung/SKILL.md,de,ok,,corporate,ok,,,,,,,
523,de/corporate/skills/dokumentationspflicht-und-protokollierung-geschaeftsfuehrung/SKILL.md,de,ok,,corporate,ok,,,,,,,
524,de/corporate/skills/dokumenten-upload-extraktion/SKILL.md,de,ok,,corporate,ok,,,,,,,
525,de/corporate/skills/einsprachige-vertragsfassung-de/SKILL.md,de,ok,,corporate,ok,,,,,,,
526,de/corporate/skills/fachanwalt-handels-gesellschaftsrecht-geschaeftsfuehrerhaftung/SKILL.md,de,ok,,corporate,ok,,,,,,,
527,de/corporate/skills/fachanwalt-handels-gesellschaftsrecht-gesellschafterstreit/SKILL.md,de,ok,,corporate,ok,,,,,,,
528,de/corporate/skills/fachanwalt-handels-gesellschaftsrecht-orientierung/SKILL.md,de,ok,,corporate,ok,,,,,,,
529,de/corporate/skills/formfehler-heilungs-timeline/SKILL.md,de,ok,,corporate,ok,,,,,,,
530,de/corporate/skills/geschaeftsfuehrer-haftung-43-gmbhg/SKILL.md,de,ok,,corporate,ok,,,,,,,
531,de/corporate/skills/gesellschafterbeschluss-kapitalerhoehung/SKILL.md,de,ok,,corporate,ok,,,,,,,
532,de/corporate/skills/gesellschafterbeschluss-vorbereiten/SKILL.md,de,ok,,corporate,ok,,,,,,,
533,de/corporate/skills/gesellschafterbeschluss/SKILL.md,de,ok,,corporate,ok,,,,,,,
534,de/corporate/skills/gesellschafterdarlehen-rangruecktritt/SKILL.md,de,ok,,corporate,ok,,Gesellschafterdarlehen+Rangrücktritt; bankruptcy/finance overlap,,,,,
535,de/corporate/skills/gesellschafterliste-aktualisieren/SKILL.md,de,ok,,corporate,ok,,,,,,,
536,de/corporate/skills/gesellschafterstreit-loesungsstrategie/SKILL.md,de,ok,,corporate,ok,,корп. конфликт; litigation overlap,,,,,
537,de/corporate/skills/gesellschafterversammlung-einberufen/SKILL.md,de,ok,,corporate,ok,,,,,,,
538,de/corporate/skills/gesellschafts-compliance/SKILL.md,de,ok,,corporate,ok,,,,,,,
539,de/corporate/skills/gesellschaftsgruender-beirat-advisory-board/SKILL.md,de,ok,,corporate,ok,,,,,,,
540,de/corporate/skills/gesellschaftsgruender-bilinguale-dokumente/SKILL.md,de,ok,,corporate,ok,,,,,,,
541,de/corporate/skills/gesellschaftsgruender-cap-table/SKILL.md,de,ok,,corporate,ok,,,,,,,
542,de/corporate/skills/gesellschaftsgruender-egbr-mopeg/SKILL.md,de,ok,,corporate,ok,,,,,,,
543,de/corporate/skills/gesellschaftsgruender-firmenname-pruefung/SKILL.md,de,ok,,corporate,ok,,,,,,,
544,de/corporate/skills/gesellschaftsgruender-genehmigtes-kapital/SKILL.md,de,ok,,corporate,ok,,,,,,,
545,de/corporate/skills/gesellschaftsgruender-geschaeftsfuehrer-pflichten-startphase/SKILL.md,de,ok,,corporate,ok,,,,,,,
546,de/corporate/skills/gesellschaftsgruender-geschaeftsfuehrervertrag/SKILL.md,de,ok,,corporate,ok,,,,,,,
547,de/corporate/skills/gesellschaftsgruender-geschaeftsordnung-gf/SKILL.md,de,ok,,corporate,ok,,,,,,,
548,de/corporate/skills/gesellschaftsgruender-gesellschafterstreit-eilantraege/SKILL.md,de,ok,,corporate,ok,,einstweilige Verfügung — litigation overlap,,,,,
549,de/corporate/skills/gesellschaftsgruender-gesellschaftervereinbarung/SKILL.md,de,ok,,corporate,ok,,,,,,,
550,de/corporate/skills/gesellschaftsgruender-gesellschaftsvertrag-gmbh/SKILL.md,de,ok,,corporate,ok,,,,,,,
551,de/corporate/skills/gesellschaftsgruender-gewerbeanmeldung-finanzamt/SKILL.md,de,ok,,corporate,ok,,,,,,,
552,de/corporate/skills/gesellschaftsgruender-gmbh-vorbereitung/SKILL.md,de,ok,,corporate,ok,,,,,,,
553,de/corporate/skills/gesellschaftsgruender-golden-share-und-vetorechte/SKILL.md,de,ok,,corporate,ok,,,,,,,
554,de/corporate/skills/gesellschaftsgruender-gruender-intake/SKILL.md,de,ok,,corporate,ok,,,,,,,
555,de/corporate/skills/gesellschaftsgruender-gv-einladung-tagesordnung/SKILL.md,de,ok,,corporate,ok,,,,,,,
556,de/corporate/skills/gesellschaftsgruender-gv-protokoll-und-versammlungsleiter/SKILL.md,de,ok,,corporate,ok,,,,,,,
557,de/corporate/skills/gesellschaftsgruender-handelsregister-anmeldung/SKILL.md,de,ok,,corporate,ok,,,,,,,
558,de/corporate/skills/gesellschaftsgruender-ihk-und-berufsgenossenschaft/SKILL.md,de,ok,,corporate,ok,,,,,,,
559,de/corporate/skills/gesellschaftsgruender-kapitalerhoehung-bezugsrecht/SKILL.md,de,ok,,corporate,ok,,,,,,,
560,de/corporate/skills/gesellschaftsgruender-kg-und-gmbhcokg/SKILL.md,de,ok,,corporate,ok,,,,,,,
561,de/corporate/skills/gesellschaftsgruender-klauselkatalog-bilingual/SKILL.md,de,ok,,corporate,ok,,,,,,,
562,de/corporate/skills/gesellschaftsgruender-kommandocenter/SKILL.md,de,ok,,corporate,ok,,,,,,,
563,de/corporate/skills/gesellschaftsgruender-notar-vorbereitung/SKILL.md,de,ok,,corporate,ok,,,,,,,
564,de/corporate/skills/gesellschaftsgruender-online-gruendung-dirug/SKILL.md,de,ok,,corporate,ok,,,,,,,
565,de/corporate/skills/gesellschaftsgruender-rechtsformwahl/SKILL.md,de,ok,,corporate,ok,,,,,,,
566,de/corporate/skills/gesellschaftsgruender-sha-satzung-stimmverpflichtung/SKILL.md,de,ok,,corporate,ok,,,,,,,
567,de/corporate/skills/gesellschaftsgruender-share-classes-a-b-c/SKILL.md,de,ok,,corporate,ok,,,,,,,
568,de/corporate/skills/gesellschaftsgruender-stammkapital-einzahlung/SKILL.md,de,ok,,corporate,ok,,,,,,,
569,de/corporate/skills/gesellschaftsgruender-stammkapitalverlust-paragraf-49-gmbhg/SKILL.md,de,ok,,corporate,ok,,,,,,,
570,de/corporate/skills/gesellschaftsgruender-transparenzregister/SKILL.md,de,ok,,corporate,ok,,,,,,,
571,de/corporate/skills/gesellschaftsgruender-ug-vorbereitung/SKILL.md,de,ok,,corporate,ok,,,,,,,
572,de/corporate/skills/gesellschaftsrecht-kaltstart-interview/SKILL.md,de,ok,,corporate,ok,,,,,,,
573,de/corporate/skills/gesellschaftsrecht-mandat-arbeitsbereich/SKILL.md,de,ok,,corporate,ok,,,,,,,
574,de/corporate/skills/gf-haftung-paragraph-43-gmbhg-und-paragraph-93-aktg/SKILL.md,de,ok,,corporate,ok,,,,,,,
575,de/corporate/skills/gmbh-gruendung/SKILL.md,de,ok,,corporate,ok,,,,,,,
576,de/corporate/skills/grosskanzlei-corporate-ma-automation-monitoring/SKILL.md,de,ok,,corporate,ok,,,,,,,
577,de/corporate/skills/grosskanzlei-corporate-ma-billing-narratives/SKILL.md,de,ok,,corporate,maybe,general,биллинг/time narratives → legal-ops=general,yes,,подтв: general,billing narratives для M&A (§3a RVG/GoBD/XRechnung) — биллинг/legal-ops,перемещён → de/general/skills/grosskanzlei-corporate-ma-billing-narratives
578,de/corporate/skills/grosskanzlei-corporate-ma-board-paper-business-judgment/SKILL.md,de,ok,,corporate,ok,,,,,,,
579,de/corporate/skills/grosskanzlei-corporate-ma-closing-bible-archiv/SKILL.md,de,ok,,corporate,ok,,,,,,,
580,de/corporate/skills/grosskanzlei-corporate-ma-conflict-gwg-sanctions/SKILL.md,de,ok,,corporate,ok,,,,,,,
581,de/corporate/skills/grosskanzlei-corporate-ma-datenraum-aufbau/SKILL.md,de,ok,,corporate,ok,,,,,,,
582,de/corporate/skills/grosskanzlei-corporate-ma-deal-intake/SKILL.md,de,ok,,corporate,ok,,,,,,,
583,de/corporate/skills/grosskanzlei-corporate-ma-disclosure-schedules/SKILL.md,de,ok,,corporate,ok,,,,,,,
584,de/corporate/skills/grosskanzlei-corporate-ma-due-diligence-commercial-contracts/SKILL.md,de,ok,,corporate,ok,,,,,,,
585,de/corporate/skills/grosskanzlei-corporate-ma-due-diligence-legal/SKILL.md,de,ok,,corporate,ok,,,,,,,
586,de/corporate/skills/grosskanzlei-corporate-ma-due-diligence-reporting/SKILL.md,de,ok,,corporate,ok,,,,,,,
587,de/corporate/skills/grosskanzlei-corporate-ma-expert-calls-transkripte/SKILL.md,de,ok,,corporate,ok,,,,,,,
588,de/corporate/skills/grosskanzlei-corporate-ma-fair-disclosure-knowledge/SKILL.md,de,ok,,corporate,ok,,,,,,,
589,de/corporate/skills/grosskanzlei-corporate-ma-gesellschaftsrecht-register/SKILL.md,de,ok,,corporate,ok,,,,,,,
590,de/corporate/skills/grosskanzlei-corporate-ma-handelsregisterabruf/SKILL.md,de,ok,,corporate,ok,,,,,,,
591,de/corporate/skills/grosskanzlei-corporate-ma-kaltstart/SKILL.md,de,ok,,corporate,ok,,,,,,,
592,de/corporate/skills/grosskanzlei-corporate-ma-kg-personengesellschaften/SKILL.md,de,ok,,corporate,ok,,,,,,,
593,de/corporate/skills/grosskanzlei-corporate-ma-ki-governance-berufsrecht/SKILL.md,de,ok,,corporate,ok,,,,,,,
594,de/corporate/skills/grosskanzlei-corporate-ma-matter-file/SKILL.md,de,ok,,corporate,ok,,,,,,,
595,de/corporate/skills/grosskanzlei-corporate-ma-output-versand-signing/SKILL.md,de,ok,,corporate,ok,,,,,,,
596,de/corporate/skills/grosskanzlei-corporate-ma-outside-in-target-screening/SKILL.md,de,ok,,corporate,ok,,,,,,,
597,de/corporate/skills/grosskanzlei-corporate-ma-post-closing-integration/SKILL.md,de,ok,,corporate,ok,,,,,,,
598,de/corporate/skills/grosskanzlei-corporate-ma-public-ma-kapitalmarkt-mar/SKILL.md,de,ok,,corporate,ok,,public M&A/поглощения; capital-markets overlap,,,,,
599,de/corporate/skills/grosskanzlei-corporate-ma-qa-information-requests/SKILL.md,de,ok,,corporate,ok,,,,,,,
600,de/corporate/skills/grosskanzlei-corporate-ma-rechtsprechungsrecherche/SKILL.md,de,ok,,corporate,ok,,,,,,,
601,de/corporate/skills/grosskanzlei-corporate-ma-signing-closing-conditions/SKILL.md,de,ok,,corporate,ok,,,,,,,
602,de/corporate/skills/grosskanzlei-corporate-ma-simulation-bidder-process/SKILL.md,de,ok,,corporate,ok,,,,,,,
603,de/corporate/skills/grosskanzlei-corporate-ma-spa-apa-entwurf/SKILL.md,de,ok,,corporate,ok,,,,,,,
604,de/corporate/skills/grosskanzlei-corporate-ma-steps-plan-pmo/SKILL.md,de,ok,,corporate,ok,,,,,,,
605,de/corporate/skills/grosskanzlei-corporate-ma-teaser-im-processdocs/SKILL.md,de,ok,,corporate,ok,,,,,,,
606,de/corporate/skills/grosskanzlei-corporate-ma-transaktionsstruktur/SKILL.md,de,ok,,corporate,ok,,,,,,,
607,de/corporate/skills/grosskanzlei-corporate-ma-umwandlungsrecht/SKILL.md,de,ok,,corporate,ok,,,,,,,
608,de/corporate/skills/grosskanzlei-corporate-ma-vertragsmarkup-key-issues/SKILL.md,de,ok,,corporate,ok,,,,,,,
609,de/corporate/skills/grosskanzlei-ma-aktenanlage/SKILL.md,de,ok,,corporate,ok,,,,,,,
610,de/corporate/skills/grosskanzlei-ma-fristen-cp-kalender/SKILL.md,de,ok,,corporate,ok,,,,,,,
611,de/corporate/skills/grosskanzlei-ma-schreibcanvas/SKILL.md,de,ok,,corporate,ok,,,,,,,
612,de/corporate/skills/handelsregisteranmeldung-kapitalerhoehung/SKILL.md,de,ok,,corporate,ok,,,,,,,
613,de/corporate/skills/handelsregisteranmeldung/SKILL.md,de,ok,,corporate,ok,,,,,,,
614,de/corporate/skills/integrations-management/SKILL.md,de,ok,,corporate,ok,,,,,,,
615,de/corporate/skills/kanzlei-allgemein-handelsregisterabruf/SKILL.md,de,ok,,corporate,ok,,,,,,,
616,de/corporate/skills/krisenstadien-stakeholder-strategie-ergebnis-liquiditaet/SKILL.md,de,ok,,corporate,ok,,,,,,,
617,de/corporate/skills/mandat-triage-gesellschaftsrecht/SKILL.md,de,ok,,corporate,ok,,,,,,,
618,de/corporate/skills/mandat-triage-wandeldarlehen/SKILL.md,de,ok,,corporate,ok,,,,,,,
619,de/corporate/skills/mehrere-wandeldarlehen-parallel/SKILL.md,de,ok,,corporate,ok,,,,,,,
620,de/corporate/skills/mittelstand-corporate-ma-automation-monitoring/SKILL.md,de,ok,,corporate,ok,,,,,,,
621,de/corporate/skills/mittelstand-corporate-ma-billing-narratives/SKILL.md,de,ok,,corporate,maybe,general,биллинг/time narratives → legal-ops=general,yes,,подтв: general,billing narratives (mittelstand) — биллинг/legal-ops,перемещён → de/general/skills/mittelstand-corporate-ma-billing-narratives
622,de/corporate/skills/mittelstand-corporate-ma-board-paper-business-judgment/SKILL.md,de,ok,,corporate,ok,,,,,,,
623,de/corporate/skills/mittelstand-corporate-ma-closing-bible-archiv/SKILL.md,de,ok,,corporate,ok,,,,,,,
624,de/corporate/skills/mittelstand-corporate-ma-conflict-gwg-sanctions/SKILL.md,de,ok,,corporate,ok,,,,,,,
625,de/corporate/skills/mittelstand-corporate-ma-datenraum-aufbau/SKILL.md,de,ok,,corporate,ok,,,,,,,
626,de/corporate/skills/mittelstand-corporate-ma-datenraum-gap-clean-room/SKILL.md,de,ok,,corporate,ok,,,,,,,
627,de/corporate/skills/mittelstand-corporate-ma-disclosure-schedules/SKILL.md,de,ok,,corporate,ok,,,,,,,
628,de/corporate/skills/mittelstand-corporate-ma-due-diligence-legal/SKILL.md,de,ok,,corporate,ok,,,,,,,
629,de/corporate/skills/mittelstand-corporate-ma-due-diligence-reporting/SKILL.md,de,ok,,corporate,ok,,,,,,,
630,de/corporate/skills/mittelstand-corporate-ma-expert-calls-transkripte/SKILL.md,de,ok,,corporate,ok,,,,,,,
631,de/corporate/skills/mittelstand-corporate-ma-fair-disclosure-knowledge/SKILL.md,de,ok,,corporate,ok,,,,,,,
632,de/corporate/skills/mittelstand-corporate-ma-freundlicher-copilot/SKILL.md,de,ok,,corporate,ok,,,,,,,
633,de/corporate/skills/mittelstand-corporate-ma-gesellschaftsrecht-register/SKILL.md,de,ok,,corporate,ok,,,,,,,
634,de/corporate/skills/mittelstand-corporate-ma-handelsregisterabruf/SKILL.md,de,ok,,corporate,ok,,,,,,,
635,de/corporate/skills/mittelstand-corporate-ma-kaltstart/SKILL.md,de,ok,,corporate,ok,,,,,,,
636,de/corporate/skills/mittelstand-corporate-ma-kg-personengesellschaften/SKILL.md,de,ok,,corporate,ok,,,,,,,
637,de/corporate/skills/mittelstand-corporate-ma-ki-governance-berufsrecht/SKILL.md,de,ok,,corporate,ok,,,,,,,
638,de/corporate/skills/mittelstand-corporate-ma-kommandocenter/SKILL.md,de,ok,,corporate,ok,,,,,,,
639,de/corporate/skills/mittelstand-corporate-ma-matter-file/SKILL.md,de,ok,,corporate,ok,,,,,,,
640,de/corporate/skills/mittelstand-corporate-ma-output-versand-signing/SKILL.md,de,ok,,corporate,ok,,,,,,,
641,de/corporate/skills/mittelstand-corporate-ma-post-closing-integration/SKILL.md,de,ok,,corporate,ok,,,,,,,
642,de/corporate/skills/mittelstand-corporate-ma-public-ma-kapitalmarkt-mar/SKILL.md,de,ok,,corporate,ok,,public M&A; capital-markets overlap,,,,,
643,de/corporate/skills/mittelstand-corporate-ma-rechtsprechungsrecherche/SKILL.md,de,ok,,corporate,ok,,,,,,,
644,de/corporate/skills/mittelstand-corporate-ma-signing-closing-conditions/SKILL.md,de,ok,,corporate,ok,,,,,,,
645,de/corporate/skills/mittelstand-corporate-ma-spa-apa-entwurf/SKILL.md,de,ok,,corporate,ok,,,,,,,
646,de/corporate/skills/mittelstand-corporate-ma-steps-plan-pmo/SKILL.md,de,ok,,corporate,ok,,,,,,,
647,de/corporate/skills/mittelstand-corporate-ma-tabellenreview-3d-datenraum/SKILL.md,de,ok,,corporate,ok,,,,,,,
648,de/corporate/skills/mittelstand-corporate-ma-transaktionsstruktur/SKILL.md,de,ok,,corporate,ok,,,,,,,
649,de/corporate/skills/mittelstand-corporate-ma-umwandlungsrecht/SKILL.md,de,ok,,corporate,ok,,,,,,,
650,de/corporate/skills/mittelstand-corporate-ma-vertragsmarkup-key-issues/SKILL.md,de,ok,,corporate,ok,,,,,,,
651,de/corporate/skills/mittelstand-ma-aktenanlage/SKILL.md,de,ok,,corporate,ok,,,,,,,
652,de/corporate/skills/mittelstand-ma-erechnung-gobd/SKILL.md,de,ok,,corporate,maybe,general,E-Rechnung/GoBD биллинг → legal-ops=general,yes,,подтв: general,E-Rechnung/GoBD/XRechnung workflow — биллинг/legal-ops,перемещён → de/general/skills/mittelstand-ma-erechnung-gobd
653,de/corporate/skills/mittelstand-ma-fristen-cp-kalender/SKILL.md,de,ok,,corporate,ok,,,,,,,
654,de/corporate/skills/mittelstand-ma-schreibcanvas/SKILL.md,de,ok,,corporate,ok,,,,,,,
655,de/corporate/skills/notar-paket-uebermittlung/SKILL.md,de,ok,,corporate,ok,,,,,,,
656,de/corporate/skills/notarielle-beurkundung-und-oeffentliche-beglaubigung/SKILL.md,de,ok,,corporate,ok,,,,,,,
657,de/corporate/skills/parteien-erfassen/SKILL.md,de,ok,,corporate,ok,,,,,,,
